shop_id,sale_amt_3m
1872,240630.49
1873,498152.59
1874,216294.38
1875,54004.36
1876,26561.89
1877,266666.21
1878,192216.3
1879,41009.5
1880,251374.12
1881,37768.45
1882,82679.72
1883,16205.24
1884,48119.16
1885,291805.27
1886,106490.41
1887,75212.31
1888,478774.44
1889,15840.83
1890,231412.83
1891,52294.53
1892,50669.87
1893,401486.09
1894,151616.47
1895,19621.39
1896,77784.99
1897,13489.5
1898,126749.1
1899,325587.75
1900,24157.04
1901,124782.42
1902,50754.95
1903,50085.92
1904,27322.6
1905,58548.41
1906,46223.76
1907,28865.15
1908,503759.26
1909,460743.1
1910,65491.64
1911,113106.97
1912,324820.93
1913,75939.15
1914,82944.9
1915,56878.58
1916,474736.61
1917,108621.37
1918,50113.78
1919,68013.79
1920,68570.82
1921,25176.77
1922,284203.22
1923,30910.55
1924,188541.62
1925,59206.95
1926,74064.81
1927,74687.25
1928,78563.29
1929,131136.62
1930,26438.0
1931,12577.65
1932,22954.12
1933,141611.51
1934,39267.23
1935,68048.15
1936,237938.89
1937,28697.81
1938,107281.67
1939,52376.67
1940,356209.71
1941,221905.26
1942,56652.67
1943,98881.89
1944,248053.43
1945,119032.54
1946,243214.74
1947,117715.15
1948,147048.11
1949,69651.65
1950,128871.31
1951,127749.59
1952,56999.1
1953,401426.42
1954,139488.14
1955,360206.38
1956,183318.99
1957,78673.06
1958,79254.53
1959,27120.74
1960,265782.18
1961,124422.72
1962,61558.95
1963,26504.08
1964,59458.86
1965,30838.69
1966,138036.77
1967,129594.03
1968,73319.22
1969,83405.78
1970,82198.24
1971,98489.38
1972,28696.33
1973,95671.54
1974,31919.54
1975,101849.36
1976,88514.32
1977,57576.76
1978,21783.21
1979,112910.14
1980,147546.99
1981,48779.92
1982,72239.21
1983,490612.69
1984,73958.06
1985,286198.44
1986,44041.91
1987,690306.12
1988,91009.11
1989,238542.81
1990,71788.72
1991,82026.44
1992,78719.31
1993,249503.88
1994,53738.46
1995,82164.88
1996,385206.52
1997,49912.47
1998,47377.62
1999,64137.94
2000,291375.96
2001,90005.0
2002,49180.59
2003,57114.72
2004,121645.03
2005,134349.22
2006,367359.86
2007,128297.52
2008,97881.48
2009,148083.49
2010,19704.81
2011,48859.38
2012,59855.69
2013,102909.54
2014,23035.07
2015,48198.29
2016,64377.82
2017,357738.55
2018,52030.0
2019,210571.34
2020,119627.74
2021,470731.85
2022,619334.1
2023,83038.23
2024,494927.08
2025,79482.94
2026,387932.17
2027,67028.83
2028,112702.75
2029,73167.82
2030,36920.31
2031,71920.96
2032,269522.73
2033,97321.48
2034,16928.2
2035,152444.9
2036,37731.53
2037,61819.94
2038,56412.41
2039,25984.8
2040,154297.36
2041,70229.82
2042,485768.36
2043,476483.61
2044,227011.31
2045,30943.42
2046,203763.65
2047,489979.76
2048,44685.33
2049,148147.62
2050,40728.68
2051,11323.52
2052,247840.53
2053,48257.71
2054,130214.81
2055,168769.99
2056,26191.0
2057,65016.72
2058,22004.27
2059,113319.1
2060,158469.6
2061,26774.16
2062,28898.52
2063,148004.98
2064,149588.91
2065,114117.28
2066,13563.01
2067,15095.16
2068,33241.89
2069,99645.63
2070,251880.74
2071,21970.41
2072,82562.81
2073,27206.52
2074,531964.01
2075,9201.97
2076,93315.76
2077,158812.48
2078,48380.49
2079,96871.37
2080,26266.2
2081,136890.23
2082,432054.85
2083,110203.16
2084,44321.52
2085,225514.7
2086,34998.2
2087,40646.07
2088,24117.89
2089,70379.48
2090,271026.65
2091,24560.6
2092,73097.9
2093,695255.98
2094,262987.12
2095,84859.8
2096,156013.86
2097,43123.12
2098,486392.8
2099,58957.76
2100,33531.3
2101,120574.26
2102,108057.99
2103,44889.43
2104,44830.7
2105,244420.04
2106,92336.01
2107,121416.95
2108,55789.81
2109,77636.32
2110,164467.67
2111,31190.55
2112,60593.22
2113,69967.74
2114,223038.88
2115,85479.46
2116,57363.25
2117,46185.76
2118,105811.64
2119,682512.02
2120,36219.79
2121,79002.62
2122,525487.66
2123,29913.37
2124,69937.76
2125,285272.54
2126,146384.56
2127,82814.98
2128,90469.06
2129,181218.42
2130,38811.64
2131,374948.32
2132,42541.65
2133,167854.11
2134,200519.34
2135,175343.81
2136,116092.59
2137,183036.63
2138,38905.96
2139,67675.47
2140,309834.63
2141,31671.25
2142,180388.7
2143,72983.09
2144,124897.48
2145,239811.56
2146,121208.01
2147,12765.14
2148,526852.49
2149,546635.34
2150,266166.32
2151,39363.21
2152,53146.83
2153,46595.44
2154,73039.96
2155,170514.33
2156,46122.17
2157,31024.53
2158,84891.68
2159,62271.24
2160,33194.47
2161,156176.57
2162,521876.79
2163,82925.9
2164,395711.84
2165,64578.96
2166,54703.01
2167,48351.42
2168,186834.87
2169,100166.76
2170,38448.55
2171,300362.91
2172,86164.47
2173,112245.14
2174,32474.91
2175,154442.31
2176,59439.87
2177,328807.4
2178,241553.13
2179,266534.26
2180,23849.46
2181,112348.08
2182,27399.41
2183,256717.19
2184,36618.76
2185,188207.77
2186,19053.23
2187,42717.37
2188,50322.4
2189,16785.89
2190,39308.7
2191,18432.84
2192,69163.26
2193,260856.65
2194,146393.95
2195,242446.6
2196,50642.62
2197,76722.98
2198,97689.85
2199,80321.91
2200,36746.06
2201,100743.41
2202,282987.7
2203,71905.56
2204,10049.4
2205,26176.17
2206,149408.28
2207,31640.86
2208,85635.1
2209,44457.95
2210,74440.12
2211,72445.79
2212,50488.16
2213,351507.13
2214,105067.88
2215,40266.97
2216,54842.6
2217,226847.94
2218,37180.09
2219,35222.03
2220,413097.37
2221,24011.18
2222,135988.57
2223,34216.78
2224,79808.75
2225,309973.5
2226,174114.09
2227,29024.89
2228,40032.56
2229,204917.01
2230,339959.86
2231,200238.97
2232,27840.47
2233,31364.33
2234,63679.11
2235,40902.13
2236,81826.56
2237,49308.7
2238,54849.21
2239,27464.66
2240,160869.65
2241,356121.16
2242,35354.63
2243,218427.99
2244,58833.85
2245,140516.46
2246,110735.24
2247,34424.99
2248,54335.46
2249,430951.22
2250,89253.55
2251,77789.54
2252,177428.93
2253,63708.82
2254,31031.96
2255,662906.7
2256,86737.69
2257,53418.65
2258,131974.51
2259,78768.87
2260,133908.64
2261,30120.11
2262,70263.85
2263,51872.88
2264,300216.53
2265,48481.92
2266,208779.18
2267,13799.68
2268,31085.57
2269,356415.82
2270,190078.92
2271,101341.61
2272,17731.61
2273,47046.41
2274,70789.01
2275,268602.62
2276,115187.8
2277,114558.34
2278,434525.13
2279,326632.25
2280,131831.62
2281,484677.21
2282,32525.29
2283,19674.25
2284,342911.0
2285,39783.95
2286,33577.67
2287,198697.57
2288,41320.89
2289,115833.36
2290,19692.42
2291,303795.22
2292,63755.65
2293,418936.43
2294,46407.95
2295,15922.85
2296,154793.41
2297,331744.91
2298,33893.07
2299,220093.86
2300,232391.47
2301,216908.78
2302,48286.99
2303,39024.73
2304,26889.05
2305,51153.97
2306,21057.17
2307,28246.02
2308,185592.96
2309,55807.32
2310,376437.35
2311,429554.72
2312,39193.31
2313,41383.66
2314,14665.0
2315,88739.43
2316,137919.57
2317,170942.17
2318,146535.32
2319,61938.38
2320,21111.42
2321,170341.41
2322,352981.87
2323,36442.8
2324,82035.84
2325,141781.82
2326,446222.31
2327,38927.27
2328,44611.0
2329,63674.75
2330,342802.92
2331,115359.68
2332,124338.56
2333,29988.3
2334,89131.31
2335,19945.17
2336,296129.82
2337,109728.76
2338,45167.36
2339,144870.19
2340,145684.46
2341,32938.2
2342,75885.13
2343,36602.21
2344,154295.87
2345,341798.41
2346,371091.93
2347,294229.2
2348,22343.74
2349,32396.44
2350,60108.73
2351,135047.23
2352,32742.52
2353,254235.62
2354,29846.72
2355,166100.92
2356,57517.04
2357,39165.47
2358,219922.49
2359,59743.54
2360,57196.9
2361,43400.56
2362,207236.71
2363,32038.8
2364,84633.73
2365,111101.71
2366,135535.2
2367,98853.04
2368,47658.44
2369,686188.96
2370,462095.42
2371,40599.0
2372,71715.67
2373,34740.17
2374,140452.86
2375,104517.73
2376,75251.95
2377,143987.29
2378,48374.61
2379,79769.48
2380,68040.25
2381,35000.68
2382,28775.29
2383,24299.77
2384,31560.57
2385,121488.02
2386,17022.11
2387,460161.8
2388,10914.17
2389,92336.71
2390,190011.99
2391,49415.74
2392,187027.99
2393,29443.65
2394,44003.59
2395,139323.7
2396,307395.75
2397,205247.58
2398,386879.74
2399,400087.92
2400,147810.47
2401,96688.8
2402,118816.96
2403,292370.8
2404,77183.29
2405,30586.77
2406,459659.1
2407,284001.27
2408,77627.14
2409,379405.83
2410,21203.92
2411,442507.74
2412,98256.46
2413,48982.45
2414,90207.53
2415,266396.08
2416,120985.92
2417,86409.78
2418,13900.45
2419,62761.28
2420,396162.98
2421,183292.35
2422,22905.31
2423,281103.52
2424,66528.46
2425,56171.35
2426,166021.13
2427,474617.78
2428,135754.83
2429,169747.01
2430,162241.89
2431,37534.97
2432,110860.04
2433,190354.6
2434,153797.4
2435,43311.44
2436,66064.03
2437,159676.14
2438,38857.23
2439,29005.07
2440,183904.22
2441,60723.65
2442,298444.71
2443,30821.34
2444,105635.38
2445,133443.57
2446,145047.48
2447,20281.2
2448,225846.72
2449,30196.1
2450,338466.21
2451,161077.75
2452,443104.33
2453,360866.89
2454,561399.73
2455,82367.56
2456,33269.48
2457,382976.11
2458,55717.95
2459,37627.38
2460,39344.38
2461,10226.15
2462,142647.34
2463,60072.55
2464,235728.45
2465,47352.18
2466,155024.92
2467,234326.09
2468,31971.07
2469,38958.78
2470,125307.52
2471,317155.13
2472,32162.09
2473,13851.6
2474,521926.21
2475,27291.05
2476,70747.7
2477,91829.7
2478,112719.93
2479,292012.97
2480,113544.89
2481,44503.79
2482,149686.38
2483,79291.58
2484,22634.48
2485,48692.7
2486,53696.22
2487,24724.14
2488,14547.55
2489,11603.84
2490,71559.03
2491,131324.09
2492,295916.15
2493,49564.93
2494,554444.74
2495,33924.29
2496,210926.6
2497,132482.39
2498,119514.07
2499,16454.68
2500,129985.53
2501,279850.97
2502,15724.54
2503,117833.25
2504,132949.14
2505,552741.29
2506,140945.89
2507,98643.48
2508,174700.27
2509,68423.78
2510,172471.84
2511,11999.15
2512,34243.68
2513,261421.47
2514,95438.3
2515,29193.64
2516,151489.19
2517,22829.4
2518,103873.0
2519,673397.75
2520,602883.02
2521,77907.09
2522,61586.28
2523,93330.46
2524,31814.97
2525,23096.19
2526,224268.23
2527,11575.6
2528,124470.97
2529,125285.02
2530,15299.99
2531,119092.83
2532,86933.69
2533,244330.98
2534,173814.84
2535,96369.36
2536,81946.32
2537,108431.4
2538,11023.2
2539,71803.1
2540,188632.73
2541,49843.92
2542,8823.51
2543,44385.61
2544,533805.94
2545,25489.47
2546,35505.71
2547,248595.18
2548,222174.52
2549,123690.51
2550,65490.98
2551,178707.08
2552,38375.53
2553,46525.68
2554,43214.39
2555,56795.16
2556,123039.25
2557,233329.05
2558,167815.76
2559,43667.01
2560,34859.44
2561,39011.35
2562,65804.68
2563,164467.01
2564,43516.19
2565,37799.59
2566,171172.61
2567,24534.34
2568,19343.79
2569,44015.98
2570,8734.34
2571,206699.22
2572,17992.61
2573,77070.69
2574,164485.68
2575,31715.03
2576,38537.58
2577,71512.85
2578,175053.28
2579,75515.22
2580,70908.26
2581,58491.49
2582,42820.82
2583,193892.74
2584,524364.89
2585,67872.04
2586,170253.45
2587,30998.93
2588,100867.92
2589,305493.0
2590,18463.07
2591,45611.89
2592,41783.01
2593,166377.28
2594,213555.2
2595,24509.06
2596,43307.72
2597,16524.72
2598,36196.99
2599,38418.48
2600,20043.42
2601,70947.8
2602,374076.84
2603,232948.2
2604,30981.58
2605,32614.2
2606,44557.64
2607,27184.66
2608,314768.89
2609,10745.83
2610,148509.39
2611,23957.66
2612,26718.83
2613,39882.9
2614,492748.36
2615,240959.88
2616,64763.15
2617,65838.06
2618,136089.34
2619,38307.8
2620,27092.98
2621,16215.98
2622,54977.23
2623,10135.3
2624,69287.32
2625,59131.79
2626,63685.52
2627,180536.14
2628,62896.49
2629,239548.57
2630,136081.33
2631,118315.61
2632,76448.43
2633,411926.99
2634,414499.85
2635,25685.56
2636,148179.67
2637,11830.71
2638,17763.82
2639,42766.31
2640,29226.43
2641,577589.53
2642,30685.89
2643,34345.35
2644,580307.13
2645,52130.16
2646,547434.86
2647,10298.84
2648,207261.9
2649,126126.15
2650,16942.08
2651,349538.29
2652,12941.89
2653,28080.66
2654,279549.44
2655,78615.57
2656,51193.2
2657,314898.57
2658,80053.23
2659,26943.49
2660,51877.67
2661,120040.61
2662,182124.78
2663,130437.33
2664,16146.6
2665,94703.2
2666,35450.63
2667,81959.93
2668,21880.96
2669,173626.05
2670,57092.17
2671,40347.18
2672,30606.6
2673,121730.49
2674,13392.12
2675,32973.29
2676,320937.39
2677,405308.45
2678,361968.93
2679,123518.98
2680,113976.34
2681,59834.67
2682,61569.51
2683,80285.33
2684,216557.08
2685,55236.58
2686,196032.38
2687,33566.82
2688,214690.43
2689,20656.31
2690,66664.25
2691,89818.53
2692,42237.89
2693,71624.36
2694,169236.06
2695,307915.21
2696,62037.95
2697,163893.34
2698,463441.0
2699,126435.41
2700,37505.26
2701,50460.5
2702,327896.58
2703,207466.93
2704,17524.37
2705,15686.54
2706,176195.82
2707,41528.43
2708,40676.25
2709,310177.44
2710,175616.33
2711,30495.92
2712,51189.4
2713,78566.4
2714,17019.63
2715,47940.79
2716,101470.17
2717,66336.68
2718,40863.31
2719,11575.76
2720,92822.85
2721,274334.42
2722,146926.2
2723,311569.14
2724,17439.22
2725,66911.29
2726,130947.32
2727,108541.25
2728,20154.13
2729,272000.93
2730,16854.44
2731,89154.68
2732,172826.44
2733,149528.46
2734,105119.29
2735,466532.83
2736,18398.15
2737,18338.68
2738,28660.15
2739,478197.26
2740,245567.97
2741,274099.6
2742,42009.16
2743,40061.88
2744,81784.02
2745,60343.39
2746,23583.5
2747,52002.14
2748,82906.08
2749,45791.78
2750,14442.65
2751,454250.38
2752,295440.13
2753,287286.88
2754,272905.92
2755,73677.19
2756,399578.63
2757,27259.96
2758,38689.39
2759,411962.84
2760,78553.07
2761,380368.64
2762,61138.77
2763,203215.23
2764,121973.58
2765,57320.38
2766,31705.12
2767,20670.36
2768,41673.57
2769,192379.92
2770,80032.58
2771,29262.77
2772,18066.94
2773,207262.75
2774,159608.51
2775,106619.26
2776,135011.38
2777,224178.45
2778,69937.02
2779,164285.8
2780,26123.31
2781,72969.01
2782,12988.56
2783,26551.98
2784,104361.09
2785,94156.42
2786,16900.32
2787,61752.38
2788,43021.69
2789,176195.08
2790,79578.5
2791,20807.46
2792,163478.01
2793,16546.94
2794,81905.85
2795,22295.84
2796,102079.48
2797,79270.14
2798,47209.29
2799,96788.17
2800,159230.13
2801,257741.39
2802,111574.16
2803,18206.53
2804,209926.28
2805,102377.05
2806,61058.99
2807,276496.81
2808,55292.58
2809,101174.6
2810,109453.23
2811,132260.28
2812,163031.42
2813,220910.52
2814,215222.46
2815,307353.48
2816,159405.93
2817,179240.6
2818,135635.06
2819,66016.95
2820,206556.7
2821,179042.31
2822,37783.78
2823,32424.52
2824,320603.77
2825,45466.64
2826,67258.36
2827,225865.71
2828,29358.08
2829,33001.26
2830,151028.01
2831,24443.32
2832,20698.54
2833,19552.59
2834,40273.58
2835,182582.94
2836,19219.15
2837,42012.21
2838,54974.18
2839,49990.11
2840,58580.05
2841,554730.16
2842,29099.23
2843,123459.57
2844,338312.54
2845,132191.61
2846,33764.22
2847,53075.88
2848,101722.34
2849,287499.32
2850,198647.85
2851,58158.81
2852,122522.38
2853,80790.29
2854,55410.9
2855,63617.88
2856,91130.45
2857,11017.83
2858,11218.95
2859,415189.64
2860,249478.12
2861,73083.19
2862,260362.91
2863,31941.26
2864,12731.69
2865,307391.09
2866,18225.53
2867,93533.56
2868,94910.89
2869,365719.9
2870,66015.3
2871,22238.02
2872,28119.15
2873,91252.36
2874,41448.08
2875,123959.03
2876,152202.07
2877,127351.56
2878,55122.6
2879,281557.07
2880,152179.77
2881,162020.14
2882,79507.57
2883,289913.51
2884,19449.51
2885,25804.49
2886,465413.38
2887,323130.9
2888,23667.75
2889,20038.5
2890,362384.96
2891,105582.91
2892,126755.26
2893,141798.95
2894,216796.23
2895,25193.78
2896,68252.81
2897,81855.96
2898,323875.21
2899,12801.48
2900,37010.97
2901,29095.92
2902,110688.74
2903,117732.48
2904,66212.62
2905,388497.95
2906,26272.81
2907,117234.52
2908,51680.02
2909,40203.37
2910,84035.16
2911,78463.93
2912,21004.87
2913,10919.95
2914,89364.56
2915,152249.98
2916,20692.16
2917,301556.17
2918,191180.06
2919,70165.74
2920,246564.65
2921,45145.06
2922,292108.07
2923,41228.6
2924,70723.24
2925,41025.66
2926,253868.53
2927,112355.51
2928,228139.61
2929,34405.16
2930,96955.68
2931,604513.32
2932,37801.27
2933,89481.54
2934,204337.44
2935,45086.0
2936,230496.16
2937,90802.57
2938,63219.44
2939,200902.87
2940,106677.9
2941,399641.32
2942,393897.22
2943,34112.78
2944,57627.72
2945,101704.0
2946,625499.27
2947,28079.83
2948,85999.94
2949,169761.68
2950,315653.16
2951,98527.87
2952,80159.99
2953,109245.63
2954,91201.73
2955,35530.45
2956,138737.85
2957,304027.94
2958,121413.68
2959,10406.95
2960,151889.86
2961,27576.99
2962,89031.45
2963,195765.26
2964,59717.12
2965,26091.1
2966,148448.11
2967,47026.42
2968,257223.85
2969,580328.39
2970,80696.98
2971,406896.37
2972,264827.29
2973,160315.43
2974,127045.09
2975,201165.79
2976,206711.81
2977,27441.54
2978,190640.54
2979,43440.29
2980,45438.77
2981,8981.11
2982,571818.94
2983,149131.67
2984,37928.77
2985,92241.73
2986,51658.54
2987,12337.29
2988,63081.5
2989,457259.79
2990,130254.96
2991,13248.32
2992,123176.98
2993,30739.08
2994,24539.42
2995,267208.41
2996,45731.32
2997,117755.61
2998,58074.23
2999,47503.49
3000,105183.75
