shop_id,good_num,cmmt_num,consume,offer_cnt,ord_cnt
711,20.0,27.0,,21,173
712,198.0,199.0,42684.500000000015,11,400
713,3551.0,3582.0,,418,2194
714,439.0,521.0,154898.04,177,1549
715,1060.0,1133.0,21777.230000000007,315,2210
716,397.0,520.0,,0,2592
717,2750.0,3025.0,366443.32000000007,1060,8205
718,233.0,271.0,942742.8499999997,149,806
719,56094.0,56127.0,,13282,14805
720,730.0,742.0,,279,697
721,269.0,281.0,,731,899
722,841.0,851.0,,1426,1440
723,298.0,366.0,,0,1655
724,727.0,746.0,36511.560000000005,1742,2270
725,38396.0,38456.0,,6192,7920
726,7377.0,7436.0,,754,3564
727,36.0,37.0,,0,189
728,254.0,257.0,51880.219999999994,0,690
729,359.0,369.0,,226,488
730,28189.0,28273.0,130921.9,5331,7324
731,188.0,204.0,,314,372
732,545.0,640.0,,661,1082
733,385.0,401.0,,360,748
734,10130.0,10174.0,,6185,6404
735,977.0,993.0,,650,1414
736,4142.0,4201.0,,4970,5070
737,768.0,799.0,1382003.9499999995,1876,1926
738,5055.0,5118.0,,1145,1895
739,672.0,688.0,613033.9200000002,500,875
740,141.0,182.0,89813.08,281,749
741,2482.0,2528.0,,2964,2984
742,751.0,771.0,821.2900000000001,1702,1782
743,97.0,98.0,,11,220
744,123.0,130.0,,393,424
745,67.0,69.0,,117,129
746,190.0,211.0,409223.4200000001,430,438
747,6551.0,6565.0,25234.659999999996,2072,2804
748,538.0,609.0,1879788.8,0,4186
749,230.0,242.0,,0,742
750,295.0,400.0,15506.490000000002,112,1311
751,7701.0,7720.0,1089274.11,2594,2830
752,614.0,618.0,69447.5,438,1028
753,623.0,637.0,547608.5299999999,155,505
754,271.0,277.0,85877.45,325,341
755,211.0,230.0,,152,530
756,2220.0,2299.0,,739,2050
757,226.0,235.0,,111,552
758,1499.0,1502.0,35564.57,510,706
759,95.0,99.0,156041.00000000003,12,275
760,238.0,303.0,,0,1234
761,101.0,103.0,0.0,156,162
762,3906.0,3914.0,,1471,1901
763,144.0,155.0,1589285.0699999998,416,419
764,255.0,287.0,,0,873
765,1080.0,1180.0,104298.15999999999,1697,2973
766,1733.0,1741.0,,871,958
767,70.0,90.0,1176141.4100000006,252,260
768,441.0,454.0,,156,615
769,78.0,84.0,,0,180
770,139.0,165.0,,0,550
771,3654.0,3752.0,0.0,3062,3802
772,3846.0,3893.0,631260.0399999999,661,3731
773,269.0,309.0,,122,805
774,2695.0,2721.0,16100.000000000002,1018,3994
775,2076.0,2082.0,,62,810
776,133.0,143.0,,221,393
777,290.0,393.0,,1374,1396
778,3499.0,3847.0,16618.920000000002,665,2043
779,463.0,468.0,,567,599
780,106.0,123.0,,38,444
781,11773.0,11816.0,4032.74,3234,3866
782,3593.0,3680.0,466153.43000000017,1609,4413
783,1152.0,1266.0,1071659.03,1108,1757
784,56.0,64.0,,7,201
785,478.0,600.0,124.14999999999999,957,2431
786,2225.0,2276.0,162395.01,2035,2314
787,17059.0,17096.0,,4451,5649
788,15041.0,15892.0,,12765,17532
789,854.0,897.0,504485.85,1766,3343
790,336.0,350.0,,79,794
791,477.0,489.0,408129.1500000001,56,1054
792,475.0,497.0,150835.12,228,617
793,513.0,513.0,87439.43999999999,452,452
794,82.0,90.0,,0,331
795,425.0,473.0,1378530.2299999997,0,3703
796,227.0,238.0,,124,408
797,729.0,765.0,1580118.6799999997,1099,1103
798,3413.0,3595.0,5856206.489999997,997,3639
799,6617.0,6624.0,,721,1022
800,715.0,730.0,,927,928
801,835.0,902.0,3842302.3299999996,2209,2421
802,2052.0,2138.0,,772,1956
803,3372.0,3424.0,99.42000000000002,726,2268
804,468.0,543.0,40104.869999999995,627,1136
805,35.0,40.0,,118,119
806,948.0,1071.0,,2673,3579
807,6378.0,6445.0,198611.35999999996,5470,6815
808,1430.0,1668.0,7597562.8100000005,7113,7187
809,1317.0,1386.0,9623.7,1170,2185
810,165.0,173.0,,0,203
811,217.0,224.0,432047.06000000006,273,512
812,187.0,189.0,,28,402
813,384.0,406.0,,291,833
814,600.0,672.0,544500.5000000001,36,1435
815,34.0,35.0,,68,105
816,359.0,373.0,,457,679
817,2672.0,2929.0,,3490,9774
818,288.0,335.0,116983.37999999998,32,764
819,1918.0,2062.0,,162,5477
820,940.0,963.0,,4704,4748
821,2537.0,2556.0,271014.38,491,922
822,247.0,264.0,,0,465
823,1881.0,1956.0,480941.64,2599,5736
824,218.0,226.0,24487.750000000004,563,710
825,136.0,157.0,,6,419
826,794.0,819.0,1035947.5699999997,1508,1516
827,672.0,830.0,,978,2542
828,11284.0,11400.0,,2331,2641
829,1334.0,1345.0,,76,904
830,137.0,138.0,,225,240
831,833.0,880.0,190579.21,386,2399
832,3406.0,3418.0,89610.47,1700,1792
833,275.0,280.0,566681.64,160,479
834,12853.0,12985.0,,5974,7974
835,357.0,365.0,,469,480
836,156.0,168.0,,634,710
837,452.0,466.0,104.47999999999999,831,858
838,4627.0,4647.0,55861.80999999998,90,2578
839,1556.0,1595.0,138.79,914,3287
840,2240.0,2253.0,62930.61,614,1761
841,83.0,87.0,,0,282
842,6541.0,6567.0,,1677,2853
843,495.0,612.0,75614.34000000001,338,2277
844,23.0,28.0,,73,154
845,882.0,906.0,,21,536
846,338.0,350.0,79410.65999999999,729,917
847,604.0,649.0,,0,1241
848,435.0,486.0,95279.68,125,462
849,1962.0,2051.0,88273.31999999995,1093,3724
850,443.0,483.0,10505.96,211,1006
851,2463.0,2589.0,722582.5599999997,5431,5443
852,261.0,271.0,0.0,334,534
853,851.0,907.0,1869078.6200000003,1672,2705
854,99.0,105.0,747602.3399999999,11,382
855,2953.0,2998.0,1844603.8199999991,2931,3486
856,101.0,116.0,60843.99000000001,9,179
857,1200.0,1236.0,260792.09000000008,496,1195
858,856.0,880.0,,1089,1336
859,166.0,192.0,,513,739
860,324.0,351.0,960219.8900000001,0,1249
861,3836.0,3886.0,,2790,3279
862,1111.0,1200.0,838934.1000000001,641,2600
863,6472.0,6476.0,27750.78,1090,1485
864,564.0,598.0,11327.56,751,1297
865,4349.0,4394.0,202499.45,3171,6191
866,1745.0,1755.0,,1940,2069
867,137.0,139.0,6655.76,0,149
868,392.0,419.0,36399.11,266,1180
869,32.0,37.0,,0,128
870,1098.0,1132.0,,191,728
871,2534.0,2546.0,,1158,1726
872,798.0,887.0,,1526,1906
873,237.0,258.0,,97,1054
874,1622.0,1707.0,32658.460000000003,2646,2822
875,2115.0,2312.0,,3936,4138
876,256.0,268.0,,551,556
877,1082.0,1187.0,3227580.550000002,2990,3128
878,116.0,120.0,303823.3099999999,440,442
879,48.0,51.0,,0,179
880,509.0,511.0,486170.4900000002,99,590
881,1828.0,2322.0,,1029,8863
882,17735.0,19076.0,1394437.9299999997,3627,20272
883,670.0,766.0,,1277,1347
884,149.0,155.0,,0,387
885,12826.0,12902.0,,4918,6652
886,1215.0,1490.0,,4482,5924
887,3110.0,3302.0,1940799.68,1231,13996
888,145.0,181.0,,0,1118
889,1352.0,1434.0,,1373,3159
890,140.0,149.0,,16,342
891,93.0,106.0,,0,443
892,9048.0,9443.0,2537112.180000001,8909,14798
893,3973.0,3989.0,1940724.0899999992,1818,2308
894,490.0,528.0,82.38,251,808
895,237.0,241.0,18835.1,24,272
896,141.0,187.0,,387,625
897,340.0,366.0,2064583.71,1126,1258
898,145.0,157.0,,120,484
899,2885.0,2949.0,330.0,420,3018
900,232.0,234.0,,383,404
901,464.0,469.0,258692.85000000003,938,955
902,3166.0,3307.0,226825.26999999993,2747,4955
903,899.0,969.0,,2216,2221
904,55.0,56.0,,52,118
905,175.0,182.0,0.0,0,727
906,747.0,847.0,,0,2834
907,196.0,216.0,27613.93,19,716
908,3552.0,3571.0,,543,2683
909,220.0,247.0,,0,820
910,1827.0,1862.0,,294,1181
911,47.0,48.0,,1,159
912,2644.0,2746.0,26661260.220000003,3004,5490
913,1325.0,1358.0,1577975.9299999995,1246,3139
914,1464.0,1485.0,,559,1022
915,1059.0,1175.0,,4271,6032
916,66.0,89.0,,22,278
917,851.0,1010.0,2079401.2999999998,3740,4004
918,551.0,578.0,,65,693
919,4563.0,4620.0,,1396,1410
920,518.0,527.0,,907,914
921,46.0,55.0,,35,268
922,23.0,24.0,,3,111
923,18.0,22.0,,0,106
924,1359.0,1373.0,,390,1581
925,212.0,225.0,,898,905
926,405.0,430.0,,10,618
927,579.0,587.0,,316,1030
928,7736.0,8123.0,,9915,12167
929,91.0,94.0,217.24,105,266
930,74.0,86.0,,0,361
931,194.0,208.0,,22,733
932,5071.0,5073.0,25151.0,2791,3019
933,13.0,15.0,375857.76,0,45
934,68.0,76.0,0.0,169,185
935,268.0,389.0,,17,1421
936,176.0,182.0,,310,342
937,28.0,30.0,187139.00000000003,24,51
938,4033.0,4073.0,5850.95,3310,3960
939,4667.0,5085.0,938601.53,1827,4231
940,5775.0,5936.0,2441407.310000001,6154,10608
941,34.0,36.0,78445.38,124,134
942,2798.0,2807.0,328414.24000000005,3246,3774
943,56.0,59.0,71568.04,153,209
944,243.0,273.0,,96,887
945,561.0,582.0,2375452.9400000004,687,2121
946,9339.0,9593.0,,3288,5068
947,201.0,256.0,,628,809
948,246.0,281.0,,1133,1133
949,721.0,758.0,0.0,1499,1894
950,103.0,130.0,,66,381
951,1451.0,1495.0,,869,1603
952,119.0,123.0,71350.74999999999,169,235
953,305.0,336.0,,243,1142
954,597.0,648.0,,2752,2752
955,1033.0,1123.0,,1387,1557
956,6467.0,6816.0,6380603.460000003,8184,15827
957,2712.0,2732.0,,940,1567
958,750.0,757.0,,198,384
959,1312.0,1386.0,,22,3237
960,139.0,165.0,,244,556
961,7333.0,7343.0,,1143,1418
962,2021.0,2199.0,25758.4,1698,4073
963,201.0,229.0,,168,875
964,173.0,184.0,,489,649
965,37.0,40.0,,102,111
966,127.0,159.0,,204,736
967,1364.0,1470.0,,0,3606
968,323.0,335.0,,507,795
969,152.0,157.0,,527,527
970,1924.0,1947.0,42877.719999999994,1218,1680
971,573.0,579.0,5642.28,62,800
972,277.0,291.0,598007.03,0,675
973,6388.0,6410.0,,1952,2408
974,260.0,264.0,,519,523
975,171.0,202.0,,0,1129
976,164.0,187.0,,76,475
977,1884.0,1915.0,,715,4174
978,7680.0,7721.0,,5853,6287
979,1101.0,1143.0,,1053,1333
980,6155.0,6205.0,44844.64,2672,3317
981,970.0,1026.0,430770.46,551,1799
982,1591.0,1628.0,,803,1257
983,235.0,258.0,,0,736
984,32.0,36.0,,0,134
985,366.0,407.0,18041.219999999994,0,1397
986,289.0,311.0,,613,1072
987,5968.0,6020.0,,2545,3280
988,596.0,685.0,,135,2861
989,1711.0,1916.0,,1939,2962
990,63.0,68.0,112125.52,114,166
991,3940.0,4358.0,,13992,14061
992,3553.0,3611.0,6970160.890000001,394,1949
993,99.0,111.0,116017.43999999997,3,384
994,47.0,51.0,349493.4499999999,93,145
995,18336.0,18471.0,0.0,5590,7129
996,767.0,865.0,,861,903
997,406.0,428.0,393202.68,122,719
998,966.0,1012.0,122687.27,34,1406
999,1390.0,1400.0,109010.49000000002,743,986
1000,27673.0,27693.0,,4842,4845
1001,1009.0,1067.0,146598.43999999994,293,1684
1002,255.0,267.0,34074.73,426,677
1003,644.0,649.0,,748,1476
1004,391.0,393.0,255561.58000000002,828,829
1005,2383.0,2492.0,307809.82,87,2856
1006,410.0,438.0,,0,1676
1007,1345.0,1360.0,1616.99,1415,1452
1008,67.0,80.0,,318,388
1009,6653.0,6689.0,1959181.1800000002,4727,5377
1010,2002.0,2031.0,69.49,2581,2735
1011,2052.0,2113.0,83021.71,1157,3561
1012,344.0,362.0,,13,1056
1013,6881.0,6892.0,,997,1304
1014,490.0,572.0,,0,1941
1015,825.0,867.0,93563.52,627,1168
1016,78.0,82.0,7495.7,0,317
1017,6355.0,6426.0,,3699,5511
1018,262.0,272.0,135651.34999999998,137,547
1019,437.0,445.0,227865.86,686,706
1020,1494.0,1524.0,403321.91000000003,2276,2356
1021,302.0,305.0,115306.64999999998,255,255
1022,57.0,71.0,,105,462
1023,1242.0,1268.0,623991.8100000003,2375,2397
1024,9317.0,9347.0,,5452,7539
1025,696.0,729.0,51216.91,561,1366
1026,69.0,76.0,715.0900000000001,3,273
1027,1257.0,1425.0,,3190,3938
1028,224.0,241.0,79.72,84,585
1029,238.0,246.0,,494,494
1030,618.0,663.0,354311.14999999997,730,1727
1031,69.0,72.0,8687.23,401,432
1032,2322.0,2324.0,,587,1200
1033,627.0,664.0,330609.73,36,2479
1034,4322.0,4326.0,549656.81,3100,3467
1035,1204.0,1241.0,,1768,1768
1036,7808.0,7892.0,537586.27,2256,3725
1037,2022.0,2034.0,,545,1193
1038,9684.0,9932.0,1185016.04,7938,9923
1039,111.0,116.0,,297,317
1040,835.0,868.0,1967429.8199999998,921,1786
1041,3561.0,3780.0,600379.25,7498,7838
1042,3126.0,3151.0,,249,3332
1043,806.0,946.0,10678396.27,0,3322
1044,257.0,260.0,165625.08999999994,940,956
1045,294.0,348.0,,0,1113
1046,2991.0,3811.0,,10819,14716
1047,24.0,29.0,,111,120
1048,2301.0,2328.0,,409,2083
1049,566.0,577.0,4645738.359999999,1013,1164
1050,1286.0,1290.0,,1,2334
1051,54.0,60.0,,137,142
1052,313.0,323.0,285461.13,63,395
1053,423.0,534.0,,0,2170
1054,13.0,13.0,,48,52
1055,773.0,778.0,76713.46999999999,479,1005
1056,112.0,119.0,,15,265
1057,7865.0,7898.0,,3070,3480
1058,93.0,101.0,0.0,0,402
1059,712.0,713.0,,871,916
1060,362.0,384.0,,880,1072
1061,166.0,174.0,,3,349
1062,153.0,166.0,145286.72,104,368
1063,5634.0,5668.0,36494.26,6465,6565
1064,1173.0,1191.0,14417.55,786,1415
1065,84.0,85.0,,114,136
1066,2190.0,2240.0,2596019.4699999997,408,3353
1067,2656.0,2666.0,46772.470000000016,1388,1673
1068,188.0,212.0,,5,845
1069,327.0,358.0,,219,518
1070,1148.0,1165.0,,529,3134
1071,120.0,132.0,179859.67,48,277
1072,85.0,106.0,,0,491
1073,460.0,486.0,567397.6099999999,0,1063
1074,222.0,246.0,,39,606
1075,297.0,366.0,,128,1397
1076,69.0,73.0,,60,268
1077,926.0,942.0,1824433.88,2496,2573
1078,247.0,251.0,,8,316
1079,170.0,195.0,427673.78,840,1076
1080,2210.0,2266.0,14058.250000000002,3018,3022
1081,1480.0,1490.0,,0,1130
1082,609.0,654.0,,591,1281
1083,5314.0,5320.0,13765.109999999999,3721,4126
1084,1619.0,1639.0,,1005,1034
1085,3070.0,3123.0,44130.799999999996,4516,4575
1086,508.0,541.0,269693.32000000007,311,1913
1087,3219.0,3242.0,,2066,2741
1088,147.0,174.0,,0,788
1089,3452.0,3484.0,10293.909999999998,1191,2042
1090,56.0,61.0,,172,199
1091,237.0,253.0,,889,924
1092,1351.0,1412.0,,1472,3113
1093,102.0,109.0,,182,295
1094,73.0,74.0,,0,158
1095,48.0,56.0,,56,182
1096,1872.0,1932.0,5403936.820000003,1045,3030
1097,21.0,29.0,,93,100
1098,2001.0,2038.0,255004.14,4144,4599
1099,588.0,590.0,,0,488
1100,634.0,777.0,,1411,2427
1101,107.0,117.0,,72,305
1102,19.0,21.0,,1,63
1103,53.0,72.0,,0,257
1104,120.0,147.0,,0,766
1105,207.0,209.0,22069.07,60,408
1106,26.0,26.0,,8,85
1107,8617.0,8665.0,,2583,3545
1108,1220.0,1243.0,230832.25000000006,1849,2037
1109,4445.0,4499.0,,3258,3270
1110,240.0,241.0,,139,322
1111,113.0,122.0,,0,401
1112,5974.0,5978.0,,1229,1663
1113,53.0,53.0,,126,127
1114,1659.0,1697.0,,660,1372
1115,242.0,263.0,,0,471
1116,,,,0,21
1117,546.0,704.0,,423,2071
1118,374.0,388.0,498646.32999999996,446,1601
1119,207.0,213.0,97892.68,22,692
1120,66.0,78.0,,50,374
1121,370.0,380.0,43140.060000000005,232,448
1122,138.0,142.0,,0,200
1123,533.0,546.0,2232229.3899999987,21,1166
1124,324.0,340.0,,606,2496
1125,268.0,273.0,,201,380
1126,28.0,30.0,,1,190
1127,139.0,174.0,,255,576
1128,21.0,24.0,,6,106
1129,2969.0,2997.0,14920.579999999998,811,2216
1130,6106.0,6296.0,,4184,4752
1131,223.0,275.0,,0,1040
1132,2437.0,2523.0,2223202.0100000002,758,5700
1133,875.0,938.0,287855.12000000005,591,1419
1134,263.0,328.0,,0,1136
1135,134.0,138.0,10234.109999999997,0,456
1136,388.0,443.0,,213,1223
1137,689.0,712.0,0.0,509,1529
1138,7031.0,7542.0,,4889,8550
1139,2266.0,2354.0,2631466.51,5747,6135
1140,1974.0,2210.0,,3311,3323
1141,80.0,93.0,214.65000000000003,8,385
1142,563.0,590.0,47480.880000000005,142,645
1143,106.0,114.0,,0,234
1144,184.0,201.0,,174,602
1145,7943.0,8258.0,2903767.459999999,12872,12876
1146,616.0,638.0,224494.81,1164,1349
1147,4282.0,4387.0,462181.93,1658,4651
1148,2925.0,2951.0,,2170,2314
1149,50.0,92.0,,0,219
1150,615.0,616.0,,306,465
1151,342.0,442.0,124738.34999999999,271,1991
1152,233.0,269.0,47426.29,205,1096
1153,1732.0,2130.0,,6196,7812
1154,288.0,377.0,,956,1864
1155,6579.0,6603.0,,1901,2525
1156,76.0,77.0,79878.73,156,158
1157,295.0,312.0,,346,357
1158,289.0,323.0,,884,930
1159,3211.0,3220.0,24703.9,945,1072
1160,2844.0,2933.0,30655.86,338,1594
1161,6670.0,6696.0,218891.72999999998,951,1409
1162,624.0,723.0,212175.98000000007,2715,3216
1163,27.0,28.0,44436.14000000001,73,124
1164,227.0,241.0,,23,326
1165,944.0,1004.0,,2612,2665
1166,652.0,685.0,563972.6299999999,2000,2012
1167,292.0,298.0,0.0,146,507
1168,43.0,53.0,,59,130
1169,1971.0,2069.0,6878.200000000001,3021,3728
1170,259.0,260.0,,27,379
1171,4807.0,4834.0,731.3900000000001,2572,2739
1172,187.0,193.0,,414,426
1173,755.0,762.0,302.28,373,743
1174,950.0,1011.0,3671883.679999999,1535,3080
1175,425.0,432.0,,124,895
1176,154.0,169.0,14939.049999999997,76,663
1177,727.0,744.0,113009.29000000001,883,888
1178,805.0,878.0,,220,1992
1179,153.0,165.0,,99,318
1180,311.0,325.0,751322.04,394,1059
1181,185.0,248.0,,229,1041
1182,3888.0,4044.0,32611.93999999999,2608,4343
1183,2315.0,2418.0,948877.1400000001,6910,6972
1184,332.0,346.0,11840.92,698,929
1185,110.0,119.0,221236.36000000007,382,392
1186,4747.0,4757.0,,1213,1548
1187,1876.0,1960.0,409210.8599999998,1673,5288
1188,2534.0,2623.0,,1262,3304
1189,329.0,351.0,,45,593
1190,978.0,1016.0,255564.06,1640,1673
1191,164.0,174.0,2257352.8499999996,609,639
1192,412.0,417.0,1703673.99,999,1035
1193,2230.0,2656.0,,0,10101
1194,217.0,238.0,1064043.7799999998,644,710
1195,2192.0,2204.0,702489.6700000002,605,1380
1196,3029.0,3069.0,,1666,5406
1197,13380.0,13460.0,,5118,5744
1198,755.0,838.0,282495.5900000001,962,1928
1199,56201.0,56228.0,40853.89,1662,5567
1200,1629.0,1666.0,301840.98,3555,4143
1201,205.0,237.0,,421,855
1202,141.0,150.0,,363,364
1203,3428.0,3560.0,,521,4358
1204,306.0,314.0,880168.8199999994,307,746
1205,8488.0,8492.0,38628.76999999999,1273,1385
1206,72.0,73.0,6927.54,60,116
1207,427.0,448.0,415.48,648,653
1208,351.0,376.0,,0,963
1209,208.0,223.0,,833,957
1210,83.0,88.0,3236.05,84,206
1211,78.0,80.0,,0,298
1212,1026.0,1027.0,121.92,843,858
1213,191.0,236.0,,10,978
1214,4700.0,4716.0,61869.130000000005,3640,4050
1215,7997.0,8046.0,,2203,3882
1216,4.0,4.0,,7,92
1217,416.0,447.0,,931,1562
1218,9349.0,9389.0,,737,3336
1219,4062.0,4064.0,,2631,2752
1220,107.0,134.0,,149,543
1221,4956.0,4996.0,,3191,3979
1222,51.0,57.0,,5,277
1223,1247.0,1333.0,,2459,3520
1224,14.0,15.0,52810.909999999996,0,68
1225,13477.0,13489.0,29064.570000000003,1060,1550
1226,102.0,116.0,,0,391
1227,93.0,100.0,238634.06999999998,134,195
1228,19.0,20.0,,0,81
1229,351.0,379.0,,0,1280
1230,54.0,55.0,202625.63999999998,199,252
1231,11252.0,11257.0,222378.08000000002,793,984
1232,354.0,365.0,56.12,468,928
1233,354.0,369.0,6260.74,871,879
1234,2205.0,2307.0,,2409,3245
1235,2069.0,2193.0,,1749,5416
1236,100.0,110.0,57587.15999999999,522,523
1237,188.0,196.0,,450,550
1238,71.0,74.0,,46,119
1239,1328.0,1333.0,9925.87,177,770
1240,5227.0,5325.0,,1952,2583
1241,586.0,599.0,,1153,1153
1242,7817.0,7848.0,239346.31,1490,2192
1243,170.0,221.0,,235,867
1244,265.0,290.0,,47,441
1245,516.0,570.0,,145,1031
1246,3694.0,3705.0,503079.90999999986,496,1231
1247,34544.0,34683.0,,2869,3947
1248,70.0,88.0,,255,574
1249,153.0,155.0,,0,327
1250,137.0,154.0,574854.4699999999,327,403
1251,192.0,214.0,314135.23000000004,136,374
1252,104.0,107.0,389473.71,267,270
1253,3522.0,3576.0,,939,6374
1254,51.0,56.0,,9,183
1255,3798.0,3879.0,24429.369999999995,5803,7917
1256,282.0,283.0,3095.2300000000005,130,176
1257,321.0,356.0,157712.22000000003,104,886
1258,17220.0,17296.0,,4330,5904
1259,93.0,114.0,127969.36000000002,159,470
1260,17.0,17.0,67363.43000000001,13,93
1261,713.0,724.0,,265,346
1262,2303.0,2324.0,,1008,1952
1263,1888.0,1920.0,18169.920000000002,878,1784
1264,878.0,892.0,22731.72,17,1339
1265,1425.0,1430.0,12739.650000000001,1212,1391
1266,4489.0,4507.0,,2141,2558
1267,1059.0,1100.0,580353.2099999997,1847,2729
1268,1387.0,1394.0,68151.57999999997,232,2813
1269,110.0,114.0,,0,358
1270,55.0,61.0,,0,187
1271,4152.0,4168.0,1011747.9600000002,1923,2526
1272,385.0,406.0,122669.78999999998,162,901
1273,3193.0,3304.0,1642362.4799999997,1138,5891
1274,43.0,49.0,,247,286
1275,51.0,57.0,,0,209
1276,2196.0,2345.0,743794.36,4022,6195
1277,22651.0,22791.0,,2110,5241
1278,1598.0,1647.0,2077109.7299999995,387,4386
1279,69.0,72.0,,71,243
1280,7729.0,7796.0,109812.72,3543,4789
1281,546.0,564.0,115157.42000000001,763,866
1282,1344.0,1434.0,,1452,2664
1283,772.0,815.0,140212.76,20,1870
1284,234.0,256.0,,164,600
1285,9119.0,9235.0,120756.97999999998,5676,6849
1286,130.0,158.0,,572,581
1287,1100.0,1128.0,,29,2130
1288,1557.0,1604.0,755273.8400000003,2198,2909
1289,419.0,505.0,27262.89,825,2482
1290,85.0,101.0,271071.27,336,376
1291,698.0,755.0,763931.72,152,1441
1292,12.0,13.0,343443.54,6,87
1293,907.0,923.0,517223.5599999999,563,1288
1294,612.0,648.0,2471991.61,45,2675
1295,442.0,483.0,98.57000000000001,13,1034
1296,51.0,59.0,,129,182
1297,532.0,568.0,1956917.2599999995,1548,1626
1298,205.0,231.0,,0,590
1299,436.0,443.0,28886.690000000002,98,372
1300,1919.0,1958.0,31865.739999999998,4173,4185
1301,581.0,581.0,139.20000000000002,313,323
1302,1375.0,1379.0,0.0,652,736
1303,30.0,32.0,,1,134
1304,6470.0,6546.0,74017.38,2615,3494
1305,181.0,219.0,,125,730
1306,342.0,358.0,0.0,119,1272
1307,604.0,638.0,,136,2257
1308,632.0,687.0,,0,2069
1309,149.0,159.0,379957.42000000016,188,327
1310,1494.0,1570.0,372326.8299999998,2854,2993
1311,212.0,258.0,,499,587
1312,1240.0,1315.0,3907311.7800000007,46,2996
1313,356.0,382.0,1029836.2999999999,639,924
1314,202.0,212.0,,501,505
1315,193.0,199.0,101283.59,173,443
1316,1417.0,1500.0,,2223,2288
1317,379.0,402.0,,19,600
1318,139.0,146.0,654747.1699999999,461,473
1319,25.0,26.0,18367.37,32,69
1320,273.0,313.0,,118,886
1321,268.0,308.0,,0,848
1322,1501.0,1523.0,147735.86000000002,1326,2054
1323,4253.0,4292.0,,439,4074
1324,83.0,89.0,,0,269
1325,585.0,589.0,,41,466
1326,1446.0,1482.0,583535.3,2525,2581
1327,349.0,387.0,,4,1608
1328,189.0,209.0,1019446.5000000001,170,601
1329,490.0,506.0,6465.17,297,710
1330,35.0,37.0,,0,75
1331,2808.0,2829.0,,669,3369
1332,69.0,70.0,,13,213
1333,130.0,147.0,23877.460000000003,42,344
1334,482.0,509.0,,0,997
1335,319.0,361.0,,372,854
1336,37.0,37.0,,114,116
1337,231.0,238.0,928835.1600000005,125,462
1338,783.0,847.0,,839,1346
1339,556.0,577.0,,653,839
1340,487.0,509.0,37192.930000000015,503,967
1341,8842.0,8916.0,7190.65,2751,3711
1342,1051.0,1056.0,,1041,1140
1343,20096.0,20103.0,,1161,1595
1344,307.0,321.0,,395,1436
1345,868.0,968.0,,2201,2267
1346,6490.0,6507.0,,1800,2848
1347,768.0,1042.0,,22,3689
1348,1595.0,1605.0,44892.71000000001,1471,1475
1349,362.0,481.0,,893,1889
1350,223.0,226.0,32373.39,236,403
1351,3893.0,3898.0,,698,933
1352,282.0,287.0,25747.07,300,340
1353,415.0,428.0,1299222.8199999996,429,1012
1354,66.0,80.0,,3,310
1355,6559.0,6569.0,42728.86000000001,1164,1452
1356,82.0,97.0,,10,312
1357,20000.0,20020.0,151789.61000000002,1567,2027
1358,163.0,190.0,,1,736
1359,1648.0,1664.0,,3448,3452
1360,119.0,121.0,,324,324
1361,115.0,121.0,202116.30999999985,74,103
1362,1130.0,1136.0,14052.49,2285,2421
1363,552.0,559.0,,62,197
1364,498.0,526.0,,79,1405
1365,2360.0,2389.0,46448.56,2609,3031
1366,754.0,764.0,50197.399999999994,1001,1010
1367,49.0,54.0,20621.26,29,152
1368,78.0,83.0,,68,151
1369,174.0,190.0,,70,304
1370,49.0,52.0,,65,215
1371,4709.0,4735.0,545185.4300000002,1007,1638
1372,297.0,347.0,,10,1005
1373,83.0,103.0,32907.77,52,276
1374,740.0,758.0,,0,724
1375,592.0,628.0,,291,1356
1376,66.0,75.0,,185,210
1377,726.0,904.0,,402,3286
1378,914.0,925.0,348.81999999999994,544,787
1379,622.0,626.0,,229,398
1380,632.0,641.0,,442,650
1381,6090.0,6218.0,,3860,5310
1382,470.0,488.0,,53,1153
1383,449.0,458.0,115556.41999999998,5,420
1384,66.0,80.0,,0,291
1385,116.0,141.0,,0,851
1386,701.0,714.0,,536,588
1387,1374.0,1434.0,,792,3316
1388,145.0,153.0,,97,302
1389,601.0,607.0,,1128,1128
1390,209.0,230.0,,346,423
1391,430.0,445.0,363920.3699999999,41,983
1392,4490.0,4611.0,369571.7099999999,1628,2962
1393,72.0,77.0,149934.87000000002,183,368
1394,964.0,1026.0,407958.2899999998,991,2030
1395,11464.0,11471.0,103697.02,1426,1560
1396,2145.0,2162.0,107863.44000000005,655,1270
1397,146.0,164.0,,6,212
1398,6437.0,6796.0,,3277,9397
1399,1224.0,1255.0,607343.5299999999,1287,2139
1400,210.0,215.0,,0,611
1401,1280.0,1339.0,64620.92,474,1801
1402,39.0,47.0,,0,200
1403,1402.0,1471.0,,340,2851
1404,564.0,615.0,117492.74,924,1120
1405,77.0,85.0,38293.41,291,310
1406,552.0,569.0,633249.0399999999,335,564
1407,472.0,593.0,,549,2274
1408,1139.0,1200.0,738916.07,1490,3796
1409,318.0,340.0,1014285.9200000005,49,791
1410,404.0,434.0,,721,1316
1411,190.0,197.0,80010.96,504,506
1412,82.0,86.0,77570.08999999998,145,196
1413,512.0,537.0,287436.05000000005,183,1675
1414,1631.0,1864.0,115553.96,2471,4940
