shop_id,good_num,cmmt_num,consume,offer_cnt,ord_cnt,sale_amt_3m,sale_amt_3m
569,827,856,0,59,2008,77830.21,77830.21
570,3569,3579,13295.88,2547,2884,287768.99,287768.99
571,686,708,1016769.52,2179,2344,82954.58,82954.58
572,1698,1724,182433.07,22,2265,207378.36,207378.36
573,117,137,40256.79,5,471,30368.44,30368.44
574,640,712,51560.09,3030,3037,151666.85,151666.85
575,60,71,,0,224,9838.78,9838.78
576,1530,1904,,165,8719,147236.59,147236.59
577,32,34,1063.78,63,112,17673.79,17673.79
578,1120,1187,489753.71,222,1873,100548.24,100548.24
579,3191,3231,134275.06,1722,3321,492882.76,492882.76
580,287,295,874741.3,1050,1059,141433.27,141433.27
581,726,804,5523911.02,294,2275,138365.17,138365.17
582,542,557,,795,798,61978.44,61978.44
583,1846,1867,,3109,3127,174313.47,174313.47
584,125,171,248412.06,720,721,34923.86,34923.86
585,61,65,126881.77,86,304,21870.47,21870.47
586,712,764,1522185.03,4,2698,207307.33,207307.33
587,82,99,,267,315,61718.68,61718.68
588,3641,3687,899869.89,852,2536,222669.72,222669.72
589,104,113,223196.11,244,245,66952.26,66952.26
590,519,545,1280505.74,66,1793,197635.66,197635.66
591,1126,1151,194690.35,1,1975,316591.11,316591.11
592,504,516,510446.35,788,906,103995.05,103995.05
593,361,378,,0,713,26556.11,26556.11
594,2848,2925,656204.08,1489,4506,191209.06,191209.06
595,18983,19085,0,2172,10260,126273.85,126273.85
596,1281,1329,731632.58,1513,1990,378312.15,378312.15
597,577,649,328120.38,33,1974,109213.58,109213.58
598,8281,8320,,2765,3310,145809.1,145809.1
599,47,58,,165,221,15776.57,15776.57
600,14100,14117,4479.37,1850,2228,131892.5,131892.5
601,150,164,20821.09,10,511,48849.51,48849.51
602,791,822,309566.8,1055,1318,62372.27,62372.27
603,2973,3923,,7294,12813,199070.65,199070.65
604,1539,1542,40276.44,1682,1838,84619.94,84619.94
605,4002,4299,1438479.87,10585,13401,562525.06,562525.06
606,165,203,2257766.46,0,979,75600.51,75600.51
607,1977,1980,,132,262,27795.05,27795.05
608,335,352,523257.15,152,736,41143.06,41143.06
609,66,96,0,0,389,27825.61,27825.61
610,11,14,0,48,84,13115.34,13115.34
611,429,433,98823.66,111,563,61116.56,61116.56
612,8840,8937,,3643,4600,131848.64,131848.64
613,425,453,,331,678,86889.63,86889.63
614,5931,5943,155880.53,4114,4747,307500.82,307500.82
615,1792,1859,,2058,2709,246133.4,246133.4
616,99,108,1135684.82,562,602,41030.15,41030.15
617,68,74,111098.3,16,166,23746.21,23746.21
618,459,469,313815.72,181,686,54818.94,54818.94
619,3031,3178,677098.63,2568,4517,321125.86,321125.86
620,77,80,,102,102,53998.47,53998.47
621,138,174,,46,419,34638.33,34638.33
622,168,187,,70,943,47055.83,47055.83
623,278,283,42.45,112,484,79188.46,79188.46
624,12309,12369,,6779,7793,463812.18,463812.18
625,670,692,2245618.7,1146,1263,369208.47,369208.47
626,69,72,126276.4,377,394,14397.23,14397.23
627,1087,1177,293176.08,826,2022,111466.04,111466.04
628,3395,3429,,2821,3567,282832.67,282832.67
629,659,732,2983148.35,953,1539,117801.86,117801.86
630,4484,4507,,2786,3303,186738.15,186738.15
631,998,1043,,1511,1829,202057.56,202057.56
632,4263,4335,57694.02,5558,5653,177277.66,177277.66
633,2819,2851,,2650,2853,153870.5,153870.5
634,5272,5357,,3139,4236,185761.46,185761.46
635,63,64,,6,156,22614.89,22614.89
636,4023,4165,9.64,2613,4938,113685.89,113685.89
637,31178,31195,13136.55,4123,5512,133074.6,133074.6
638,7422,7557,721557.34,3076,4988,146060,146060
639,505,629,,966,1688,34037.53,34037.53
640,1178,1195,1021.1,897,1002,46090.09,46090.09
641,4711,4782,230342.88,1475,2651,129131.71,129131.71
642,38,44,,0,244,29959.05,29959.05
643,1073,1076,168294.67,581,816,56642.29,56642.29
644,107,109,,13,343,32540.49,32540.49
645,767,967,,917,3806,146618.4,146618.4
646,124,149,978399.78,75,770,51121.67,51121.67
647,1200,1206,19753.97,1518,1875,327150.95,327150.95
648,71,74,,88,223,33820.55,33820.55
649,850,857,182.88,1086,1505,120671.23,120671.23
650,982,1105,,2763,2850,61627.11,61627.11
651,1016,1056,,837,908,129871.76,129871.76
652,3039,3058,,1423,1428,110005.26,110005.26
653,381,402,505.91,27,804,54944.77,54944.77
654,5664,5692,123323.96,2986,3021,464463.53,464463.53
655,400,417,133247.13,450,742,52844.61,52844.61
656,2054,2059,,732,775,33221.12,33221.12
657,1535,2075,,3823,7561,128338.17,128338.17
658,99,108,,33,444,41570.33,41570.33
659,72,77,27592.99,160,339,22139.73,22139.73
660,2462,2701,7136854.69,6848,7124,407412.41,407412.41
661,125,131,63322.31,342,346,27456.4,27456.4
662,89,97,89133.76,373,386,107461.73,107461.73
663,2270,2350,161419.46,799,2069,174061.8,174061.8
664,20965,21296,443524.91,1460,9968,516106.38,516106.38
665,1773,1957,4652915.28,1298,2802,315167.99,315167.99
666,1654,1657,57606.87,39,898,111155.07,111155.07
667,220,293,,0,1467,53099.01,53099.01
668,4761,4844,14.2,322,3080,207941.33,207941.33
669,783,942,,1347,3891,111801.85,111801.85
670,486,508,139588.55,194,495,39682.8,39682.8
671,4237,4318,27256.12,3192,5933,297299.65,297299.65
672,14,18,,0,89,19322.4,19322.4
673,407,485,141282.56,808,891,53064.98,53064.98
674,19,21,,44,99,14460,14460
675,314,328,17238.7,299,841,48525.28,48525.28
676,641,704,448877.23,6,1099,38679.48,38679.48
677,287,299,18910.91,118,781,41709.5,41709.5
678,1149,1235,181732.44,1525,2822,163668.07,163668.07
679,277,317,33236.64,50,875,87103.75,87103.75
680,1261,1301,2298980,1292,2351,194995.23,194995.23
681,12444,12535,88152.86,2182,3614,354995.46,354995.46
682,153,163,191725.32,0,893,169677.63,169677.63
683,47,50,1343479.08,1,315,45637.33,45637.33
684,128,154,,0,716,30002,30002
685,7549,7593,134021.81,1645,2376,98193.93,98193.93
686,3337,3450,71152.48,3476,7307,467791.8,467791.8
687,26,27,,2,144,134572.06,134572.06
688,3880,3894,496212.87,4058,4386,186628.79,186628.79
689,91,125,6260.75,11,531,60041.99,60041.99
690,1835,1842,33097.44,3766,3772,86529.37,86529.37
691,516,551,209619.66,216,633,41750.38,41750.38
692,5085,5114,,847,4279,393977.34,393977.34
693,2807,2964,,1876,5608,112133.33,112133.33
694,578,605,191136.54,183,655,37226.3,37226.3
695,265,311,3119221.14,203,1408,171278.34,171278.34
696,451,453,,387,402,44988.95,44988.95
697,219,227,,534,647,51612.26,51612.26
698,2396,2399,525638.11,1019,2189,214015.57,214015.57
699,256,266,15465.54,222,510,69094.62,69094.62
700,133,168,23998.23,153,764,69123.45,69123.45
701,1176,1184,14505.85,773,784,70049.51,70049.51
702,261,330,266303.39,2143,2146,162705.79,162705.79
703,1174,1277,,79,3049,341440.8,341440.8
704,240,255,,677,844,177298.72,177298.72
705,901,964,,281,2462,106754.35,106754.35
706,46,55,,113,151,21904.5,21904.5
707,10310,10553,,5052,11378,467256.5,467256.5
708,312,371,,701,1407,45509.22,45509.22
709,495,628,,1013,2629,113731.85,113731.85
710,3747,3809,,1873,5886,367088.94,367088.94
711,20,27,,21,173,14396.4,14396.4
712,198,199,42684.5,11,400,56011.99,56011.99
713,3551,3582,,418,2194,204556.28,204556.28
714,439,521,154898.04,177,1549,106892.9,106892.9
715,1060,1133,21777.23,315,2210,131423.93,131423.93
716,397,520,,0,2592,105206.46,105206.46
717,2750,3025,366443.32,1060,8205,279746.28,279746.28
718,233,271,942742.85,149,806,71707.43,71707.43
719,56094,56127,,13282,14805,782561.18,782561.18
720,730,742,,279,697,57900.49,57900.49
721,269,281,,731,899,87282.24,87282.24
722,841,851,,1426,1440,268322.13,268322.13
723,298,366,,0,1655,161753.42,161753.42
724,727,746,36511.56,1742,2270,162496.43,162496.43
725,38396,38456,,6192,7920,174669.17,174669.17
726,7377,7436,,754,3564,482792.51,482792.51
727,36,37,,0,189,17222.82,17222.82
728,254,257,51880.22,0,690,263693.64,263693.64
729,359,369,,226,488,59915.62,59915.62
730,28189,28273,130921.9,5331,7324,452734.24,452734.24
731,188,204,,314,372,30535.56,30535.56
732,545,640,,661,1082,12745.98,12745.98
733,385,401,,360,748,85899.51,85899.51
734,10130,10174,,6185,6404,579307.8,579307.8
735,977,993,,650,1414,37688.58,37688.58
736,4142,4201,,4970,5070,368953.82,368953.82
737,768,799,1382003.95,1876,1926,189917.67,189917.67
738,5055,5118,,1145,1895,169227.98,169227.98
739,672,688,613033.92,500,875,211539.89,211539.89
740,141,182,89813.08,281,749,18589.03,18589.03
741,2482,2528,,2964,2984,262339.24,262339.24
742,751,771,821.29,1702,1782,109313.97,109313.97
743,97,98,,11,220,107340.99,107340.99
744,123,130,,393,424,96319.59,96319.59
745,67,69,,117,129,66535.81,66535.81
746,190,211,409223.42,430,438,47749.68,47749.68
747,6551,6565,25234.66,2072,2804,49553.18,49553.18
748,538,609,1879788.8,0,4186,233465.16,233465.16
749,230,242,,0,742,96359.24,96359.24
750,295,400,15506.49,112,1311,38272.29,38272.29
751,7701,7720,1089274.11,2594,2830,209939.32,209939.32
752,614,618,69447.5,438,1028,166882.6,166882.6
753,623,637,547608.53,155,505,72192.62,72192.62
754,271,277,85877.45,325,341,33996.56,33996.56
755,211,230,,152,530,281230.15,281230.15
756,2220,2299,,739,2050,65241.29,65241.29
757,226,235,,111,552,64881.59,64881.59
758,1499,1502,35564.57,510,706,24624.53,24624.53
759,95,99,156041,12,275,56678.74,56678.74
760,238,303,,0,1234,56487.9,56487.9
761,101,103,0,156,162,54267.74,54267.74
762,3906,3914,,1471,1901,47910.19,47910.19
763,144,155,1589285.07,416,419,47075.48,47075.48
764,255,287,,0,873,68312.28,68312.28
765,1080,1180,104298.16,1697,2973,195631.62,195631.62
766,1733,1741,,871,958,54687.32,54687.32
767,70,90,1176141.41,252,260,10744.85,10744.85
768,441,454,,156,615,28774.46,28774.46
769,78,84,,0,180,25573.23,25573.23
770,139,165,,0,550,28814.36,28814.36
771,3654,3752,0,3062,3802,184612.06,184612.06
772,3846,3893,631260.04,661,3731,238589.08,238589.08
773,269,309,,122,805,41244.9,41244.9
774,2695,2721,16100,1018,3994,280631.01,280631.01
775,2076,2082,,62,810,46075.42,46075.42
776,133,143,,221,393,51976.54,51976.54
777,290,393,,1374,1396,81978.86,81978.86
778,3499,3847,16618.92,665,2043,44585.81,44585.81
779,463,468,,567,599,403261.15,403261.15
780,106,123,,38,444,26331.45,26331.45
781,11773,11816,4032.74,3234,3866,107866.61,107866.61
782,3593,3680,466153.43,1609,4413,623536.9,623536.9
783,1152,1266,1071659.03,1108,1757,113282.24,113282.24
784,56,64,,7,201,20412.99,20412.99
785,478,600,124.15,957,2431,83992.82,83992.82
786,2225,2276,162395.01,2035,2314,171506.21,171506.21
787,17059,17096,,4451,5649,176842.79,176842.79
788,15041,15892,,12765,17532,410438.21,410438.21
789,854,897,504485.85,1766,3343,284632.26,284632.26
790,336,350,,79,794,69440.04,69440.04
791,477,489,408129.15,56,1054,83121.16,83121.16
792,475,497,150835.12,228,617,33931.39,33931.39
793,513,513,87439.44,452,452,133527.7,133527.7
794,82,90,,0,331,24724.14,24724.14
795,425,473,1378530.23,0,3703,177184.16,177184.16
796,227,238,,124,408,20565.39,20565.39
797,729,765,1580118.68,1099,1103,100539.4,100539.4
798,3413,3595,5856206.49,997,3639,259474.66,259474.66
799,6617,6624,,721,1022,70609.26,70609.26
800,715,730,,927,928,42762.16,42762.16
801,835,902,3842302.33,2209,2421,284469.14,284469.14
802,2052,2138,,772,1956,186779.53,186779.53
803,3372,3424,99.42,726,2268,177232.31,177232.31
804,468,543,40104.87,627,1136,40606.71,40606.71
805,35,40,,118,119,14652.45,14652.45
806,948,1071,,2673,3579,143572,143572
807,6378,6445,198611.36,5470,6815,433126.29,433126.29
808,1430,1668,7597562.81,7113,7187,499568.28,499568.28
809,1317,1386,9623.7,1170,2185,176077.74,176077.74
810,165,173,,0,203,34583.57,34583.57
811,217,224,432047.06,273,512,28778.43,28778.43
812,187,189,,28,402,35786.99,35786.99
813,384,406,,291,833,103947.21,103947.21
814,600,672,544500.5,36,1435,65873.98,65873.98
815,34,35,,68,105,18610.42,18610.42
816,359,373,,457,679,75002.52,75002.52
817,2672,2929,,3490,9774,130045.15,130045.15
818,288,335,116983.38,32,764,34302.86,34302.86
819,1918,2062,,162,5477,204709.28,204709.28
820,940,963,,4704,4748,507718.11,507718.11
821,2537,2556,271014.38,491,922,58029.41,58029.41
822,247,264,,0,465,50159.43,50159.43
823,1881,1956,480941.64,2599,5736,237313.26,237313.26
824,218,226,24487.75,563,710,77021.98,77021.98
825,136,157,,6,419,35016.37,35016.37
826,794,819,1035947.57,1508,1516,167515.28,167515.28
827,672,830,,978,2542,65544.01,65544.01
828,11284,11400,,2331,2641,55883.06,55883.06
829,1334,1345,,76,904,214329.6,214329.6
830,137,138,,225,240,61287.94,61287.94
831,833,880,190579.21,386,2399,95842.19,95842.19
832,3406,3418,89610.47,1700,1792,161165.01,161165.01
833,275,280,566681.64,160,479,56292.98,56292.98
834,12853,12985,,5974,7974,617037.71,617037.71
835,357,365,,469,480,131937.18,131937.18
836,156,168,,634,710,33875.73,33875.73
837,452,466,104.48,831,858,75140.45,75140.45
838,4627,4647,55861.81,90,2578,307586.55,307586.55
839,1556,1595,138.79,914,3287,232272.17,232272.17
840,2240,2253,62930.61,614,1761,124282.23,124282.23
841,83,87,,0,282,50982.09,50982.09
842,6541,6567,,1677,2853,154602.05,154602.05
843,495,612,75614.34,338,2277,86442.75,86442.75
844,23,28,,73,154,10857.1,10857.1
845,882,906,,21,536,24635.44,24635.44
846,338,350,79410.66,729,917,105174.66,105174.66
847,604,649,,0,1241,35551.18,35551.18
848,435,486,95279.68,125,462,111771.56,111771.56
849,1962,2051,88273.32,1093,3724,203837.2,203837.2
850,443,483,10505.96,211,1006,78863.86,78863.86
851,2463,2589,722582.56,5431,5443,293137.49,293137.49
852,261,271,0,334,534,131154.26,131154.26
853,851,907,1869078.62,1672,2705,225906.19,225906.19
854,99,105,747602.34,11,382,37141.06,37141.06
855,2953,2998,1844603.82,2931,3486,153691.44,153691.44
856,101,116,60843.99,9,179,42760.86,42760.86
857,1200,1236,260792.09,496,1195,50669.46,50669.46
858,856,880,,1089,1336,94377.77,94377.77
859,166,192,,513,739,61865.7,61865.7
860,324,351,960219.89,0,1249,86557.63,86557.63
861,3836,3886,,2790,3279,132959.17,132959.17
862,1111,1200,838934.1,641,2600,96685.33,96685.33
863,6472,6476,27750.78,1090,1485,54588.04,54588.04
864,564,598,11327.56,751,1297,51934.99,51934.99
865,4349,4394,202499.45,3171,6191,387869.98,387869.98
866,1745,1755,,1940,2069,113232.44,113232.44
867,137,139,6655.76,0,149,15673.33,15673.33
868,392,419,36399.11,266,1180,46632.69,46632.69
869,32,37,,0,128,26134.88,26134.88
870,1098,1132,,191,728,182827.67,182827.67
871,2534,2546,,1158,1726,170907.15,170907.15
872,798,887,,1526,1906,134236.18,134236.18
873,237,258,,97,1054,182548.43,182548.43
874,1622,1707,32658.46,2646,2822,184880,184880
875,2115,2312,,3936,4138,34025.91,34025.91
876,256,268,,551,556,25588.59,25588.59
877,1082,1187,3227580.55,2990,3128,360036.49,360036.49
878,116,120,303823.31,440,442,45088.9,45088.9
879,48,51,,0,179,14234.43,14234.43
880,509,511,486170.49,99,590,169822.38,169822.38
881,1828,2322,,1029,8863,158265.44,158265.44
882,17735,19076,1394437.93,3627,20272,316458.34,316458.34
883,670,766,,1277,1347,187980.58,187980.58
884,149,155,,0,387,67023.79,67023.79
885,12826,12902,,4918,6652,739984.86,739984.86
886,1215,1490,,4482,5924,166469.54,166469.54
887,3110,3302,1940799.68,1231,13996,311980.63,311980.63
888,145,181,,0,1118,47923.57,47923.57
889,1352,1434,,1373,3159,268475.8,268475.8
890,140,149,,16,342,29754.67,29754.67
891,93,106,,0,443,67658.12,67658.12
892,9048,9443,2537112.18,8909,14798,442873.06,442873.06
893,3973,3989,1940724.09,1818,2308,152366.21,152366.21
894,490,528,82.38,251,808,72785.4,72785.4
895,237,241,18835.1,24,272,14031.33,14031.33
896,141,187,,387,625,16104.06,16104.06
897,340,366,2064583.71,1126,1258,130835.78,130835.78
898,145,157,,120,484,66438.19,66438.19
899,2885,2949,330,420,3018,260070.01,260070.01
900,232,234,,383,404,26883.61,26883.61
901,464,469,258692.85,938,955,507752.67,507752.67
902,3166,3307,226825.27,2747,4955,506479.54,506479.54
903,899,969,,2216,2221,92618.49,92618.49
904,55,56,,52,118,10332.7,10332.7
905,175,182,0,0,727,76376.08,76376.08
906,747,847,,0,2834,191530.76,191530.76
907,196,216,27613.93,19,716,35592.39,35592.39
908,3552,3571,,543,2683,122422.26,122422.26
909,220,247,,0,820,63153.36,63153.36
910,1827,1862,,294,1181,50617.01,50617.01
911,47,48,,1,159,24448.27,24448.27
912,2644,2746,26661260.22,3004,5490,643156.46,643156.46
913,1325,1358,1577975.93,1246,3139,254923.64,254923.64
914,1464,1485,,559,1022,51489.06,51489.06
915,1059,1175,,4271,6032,156501.19,156501.19
916,66,89,,22,278,22778.19,22778.19
917,851,1010,2079401.3,3740,4004,210911.79,210911.79
918,551,578,,65,693,24124.7,24124.7
919,4563,4620,,1396,1410,79776.12,79776.12
920,518,527,,907,914,54679.06,54679.06
921,46,55,,35,268,17084.88,17084.88
922,23,24,,3,111,11248.68,11248.68
923,18,22,,0,106,20081.45,20081.45
924,1359,1373,,390,1581,84427.08,84427.08
925,212,225,,898,905,63366.46,63366.46
926,405,430,,10,618,115962.79,115962.79
927,579,587,,316,1030,124465.88,124465.88
928,7736,8123,,9915,12167,251632.26,251632.26
929,91,94,217.24,105,266,49718.79,49718.79
930,74,86,,0,361,26318.24,26318.24
931,194,208,,22,733,35538.79,35538.79
932,5071,5073,25151,2791,3019,81932.28,81932.28
933,13,15,375857.76,0,45,16061.53,16061.53
934,68,76,0,169,185,32131.33,32131.33
935,268,389,,17,1421,39925.85,39925.85
936,176,182,,310,342,39330.34,39330.34
937,28,30,187139,24,51,52529.93,52529.93
938,4033,4073,5850.95,3310,3960,255334.97,255334.97
939,4667,5085,938601.53,1827,4231,141476.45,141476.45
940,5775,5936,2441407.31,6154,10608,447903.18,447903.18
941,34,36,78445.38,124,134,13544.01,13544.01
942,2798,2807,328414.24,3246,3774,248414.65,248414.65
943,56,59,71568.04,153,209,55773.45,55773.45
944,243,273,,96,887,53304.01,53304.01
945,561,582,2375452.94,687,2121,383963.36,383963.36
946,9339,9593,,3288,5068,167634.22,167634.22
947,201,256,,628,809,15726.48,15726.48
948,246,281,,1133,1133,83138.84,83138.84
949,721,758,0,1499,1894,367864.66,367864.66
950,103,130,,66,381,12990.29,12990.29
951,1451,1495,,869,1603,67469.14,67469.14
952,119,123,71350.75,169,235,51172.06,51172.06
953,305,336,,243,1142,73633.08,73633.08
954,597,648,,2752,2752,108768.72,108768.72
955,1033,1123,,1387,1557,15345.83,15345.83
956,6467,6816,6380603.46,8184,15827,467605.13,467605.13
957,2712,2732,,940,1567,187783.4,187783.4
958,750,757,,198,384,43856.9,43856.9
959,1312,1386,,22,3237,145687.76,145687.76
960,139,165,,244,556,64429.13,64429.13
961,7333,7343,,1143,1418,34730.59,34730.59
962,2021,2199,25758.4,1698,4073,103106.71,103106.71
963,201,229,,168,875,86366.01,86366.01
964,173,184,,489,649,80057.36,80057.36
965,37,40,,102,111,17186.97,17186.97
966,127,159,,204,736,41373.42,41373.42
967,1364,1470,,0,3606,233167.98,233167.98
968,323,335,,507,795,49660.72,49660.72
969,152,157,,527,527,198800.81,198800.81
970,1924,1947,42877.72,1218,1680,29171.06,29171.06
971,573,579,5642.28,62,800,62029.25,62029.25
972,277,291,598007.03,0,675,24476.36,24476.36
973,6388,6410,,1952,2408,86683.17,86683.17
974,260,264,,519,523,76669.29,76669.29
975,171,202,,0,1129,95726.56,95726.56
976,164,187,,76,475,41815.55,41815.55
977,1884,1915,,715,4174,158339.06,158339.06
978,7680,7721,,5853,6287,342775.22,342775.22
979,1101,1143,,1053,1333,44023.1,44023.1
980,6155,6205,44844.64,2672,3317,185835.62,185835.62
981,970,1026,430770.46,551,1799,140126.61,140126.61
982,1591,1628,,803,1257,125146.28,125146.28
983,235,258,,0,736,48247.35,48247.35
984,32,36,,0,134,20944.57,20944.57
985,366,407,18041.22,0,1397,95493.64,95493.64
986,289,311,,613,1072,59395.76,59395.76
987,5968,6020,,2545,3280,211049.55,211049.55
988,596,685,,135,2861,466652.31,466652.31
989,1711,1916,,1939,2962,126449.04,126449.04
990,63,68,112125.52,114,166,29452.74,29452.74
991,3940,4358,,13992,14061,235043.76,235043.76
992,3553,3611,6970160.89,394,1949,166780.35,166780.35
993,99,111,116017.44,3,384,24602.81,24602.81
994,47,51,349493.45,93,145,84740.94,84740.94
995,18336,18471,0,5590,7129,410661.47,410661.47
996,767,865,,861,903,95158.76,95158.76
997,406,428,393202.68,122,719,81171.24,81171.24
998,966,1012,122687.27,34,1406,133672.26,133672.26
999,1390,1400,109010.49,743,986,39951.38,39951.38
1000,27673,27693,,4842,4845,129406.16,129406.16
1001,1009,1067,146598.44,293,1684,102282.84,102282.84
1002,255,267,34074.73,426,677,66164.71,66164.71
1003,644,649,,748,1476,131350.42,131350.42
1004,391,393,255561.58,828,829,101529.85,101529.85
1005,2383,2492,307809.82,87,2856,28380.9,28380.9
1006,410,438,,0,1676,149568.1,149568.1
1007,1345,1360,1616.99,1415,1452,96488.34,96488.34
1008,67,80,,318,388,75473.31,75473.31
1009,6653,6689,1959181.18,4727,5377,197545.2,197545.2
1010,2002,2031,69.49,2581,2735,141123.62,141123.62
1011,2052,2113,83021.71,1157,3561,262708.97,262708.97
1012,344,362,,13,1056,26715.04,26715.04
1013,6881,6892,,997,1304,77732.3,77732.3
1014,490,572,,0,1941,112606.6,112606.6
1015,825,867,93563.52,627,1168,38938.09,38938.09
1016,78,82,7495.7,0,317,49106.34,49106.34
1017,6355,6426,,3699,5511,201457.22,201457.22
1018,262,272,135651.35,137,547,36036.2,36036.2
1019,437,445,227865.86,686,706,68577.41,68577.41
1020,1494,1524,403321.91,2276,2356,83663.11,83663.11
1021,302,305,115306.65,255,255,35660.62,35660.62
1022,57,71,,105,462,20786.82,20786.82
1023,1242,1268,623991.81,2375,2397,108550.17,108550.17
1024,9317,9347,,5452,7539,583216.07,583216.07
1025,696,729,51216.91,561,1366,62492.18,62492.18
1026,69,76,715.09,3,273,47883.93,47883.93
1027,1257,1425,,3190,3938,76909.12,76909.12
1028,224,241,79.72,84,585,31298.42,31298.42
1029,238,246,,494,494,26677.53,26677.53
1030,618,663,354311.15,730,1727,117777.58,117777.58
1031,69,72,8687.23,401,432,35737.43,35737.43
1032,2322,2324,,587,1200,203416.75,203416.75
1033,627,664,330609.73,36,2479,111907.85,111907.85
1034,4322,4326,549656.81,3100,3467,417003.98,417003.98
1035,1204,1241,,1768,1768,221956.63,221956.63
1036,7808,7892,537586.27,2256,3725,140046.79,140046.79
1037,2022,2034,,545,1193,65517.91,65517.91
1038,9684,9932,1185016.04,7938,9923,226497.89,226497.89
1039,111,116,,297,317,14705.14,14705.14
1040,835,868,1967429.82,921,1786,138574.97,138574.97
1041,3561,3780,600379.25,7498,7838,239479.6,239479.6
1042,3126,3151,,249,3332,276948.57,276948.57
1043,806,946,10678396.27,0,3322,295996.75,295996.75
1044,257,260,165625.09,940,956,223974.69,223974.69
1045,294,348,,0,1113,78985.35,78985.35
1046,2991,3811,,10819,14716,240514.89,240514.89
1047,24,29,,111,120,31311.73,31311.73
1048,2301,2328,,409,2083,180927.14,180927.14
1049,566,577,4645738.36,1013,1164,394763.66,394763.66
1050,1286,1290,,1,2334,487697.65,487697.65
1051,54,60,,137,142,11743.6,11743.6
1052,313,323,285461.13,63,395,45857.03,45857.03
1053,423,534,,0,2170,161179.38,161179.38
1054,13,13,,48,52,31759.63,31759.63
1055,773,778,76713.47,479,1005,101324.3,101324.3
1056,112,119,,15,265,11681.4,11681.4
1057,7865,7898,,3070,3480,348804.11,348804.11
1058,93,101,0,0,402,44751.24,44751.24
1059,712,713,,871,916,119955.13,119955.13
1060,362,384,,880,1072,317151.11,317151.11
1061,166,174,,3,349,49620.09,49620.09
1062,153,166,145286.72,104,368,27891.68,27891.68
1063,5634,5668,36494.26,6465,6565,330285.04,330285.04
1064,1173,1191,14417.55,786,1415,167071.99,167071.99
1065,84,85,,114,136,128649.22,128649.22
1066,2190,2240,2596019.47,408,3353,257824.83,257824.83
1067,2656,2666,46772.47,1388,1673,131654.33,131654.33
1068,188,212,,5,845,31815.92,31815.92
1069,327,358,,219,518,30563.65,30563.65
1070,1148,1165,,529,3134,434745.82,434745.82
1071,120,132,179859.67,48,277,43577.07,43577.07
1072,85,106,,0,491,45975.97,45975.97
1073,460,486,567397.61,0,1063,106842.26,106842.26
1074,222,246,,39,606,19815.57,19815.57
1075,297,366,,128,1397,267307.19,267307.19
1076,69,73,,60,268,116477.38,116477.38
1077,926,942,1824433.88,2496,2573,282997.04,282997.04
1078,247,251,,8,316,44492.89,44492.89
1079,170,195,427673.78,840,1076,66161.57,66161.57
1080,2210,2266,14058.25,3018,3022,247345.09,247345.09
1081,1480,1490,,0,1130,112139.11,112139.11
1082,609,654,,591,1281,187211.84,187211.84
1083,5314,5320,13765.11,3721,4126,325282.47,325282.47
1084,1619,1639,,1005,1034,108595.49,108595.49
1085,3070,3123,44130.8,4516,4575,225363.08,225363.08
1086,508,541,269693.32,311,1913,70547.76,70547.76
1087,3219,3242,,2066,2741,296289.13,296289.13
1088,147,174,,0,788,66956.06,66956.06
1089,3452,3484,10293.91,1191,2042,153867.07,153867.07
1090,56,61,,172,199,42457.9,42457.9
1091,237,253,,889,924,39518.65,39518.65
1092,1351,1412,,1472,3113,78037.08,78037.08
1093,102,109,,182,295,42787.62,42787.62
1094,73,74,,0,158,66288.69,66288.69
1095,48,56,,56,182,52987.92,52987.92
1096,1872,1932,5403936.82,1045,3030,273812.32,273812.32
1097,21,29,,93,100,51367.31,51367.31
1098,2001,2038,255004.14,4144,4599,194737.61,194737.61
1099,588,590,,0,488,59592.67,59592.67
1100,634,777,,1411,2427,145226.72,145226.72
1101,107,117,,72,305,34913.13,34913.13
1102,19,21,,1,63,13485.37,13485.37
1103,53,72,,0,257,46251.84,46251.84
1104,120,147,,0,766,40990.51,40990.51
1105,207,209,22069.07,60,408,43740.11,43740.11
1106,26,26,,8,85,15617.49,15617.49
1107,8617,8665,,2583,3545,342817.17,342817.17
1108,1220,1243,230832.25,1849,2037,132760.74,132760.74
1109,4445,4499,,3258,3270,237784.1,237784.1
1110,240,241,,139,322,66798.96,66798.96
1111,113,122,,0,401,77918.14,77918.14
1112,5974,5978,,1229,1663,74358.31,74358.31
1113,53,53,,126,127,72658.45,72658.45
1114,1659,1697,,660,1372,103096.8,103096.8
1115,242,263,,0,471,70486.19,70486.19
1116,,,,0,21,22140.56,22140.56
1117,546,704,,423,2071,58601.24,58601.24
1118,374,388,498646.33,446,1601,150357.66,150357.66
1119,207,213,97892.68,22,692,51460.68,51460.68
1120,66,78,,50,374,38448.5,38448.5
1121,370,380,43140.06,232,448,37367.87,37367.87
1122,138,142,,0,200,32949.83,32949.83
1123,533,546,2232229.39,21,1166,82347.09,82347.09
1124,324,340,,606,2496,328242.63,328242.63
1125,268,273,,201,380,30969.27,30969.27
1126,28,30,,1,190,13763.72,13763.72
1127,139,174,,255,576,69470.85,69470.85
1128,21,24,,6,106,15788.96,15788.96
1129,2969,2997,14920.58,811,2216,54426.07,54426.07
1130,6106,6296,,4184,4752,126708.47,126708.47
